bm_datastore_asList_10 bm_datastore_asSingleEntity bm_datastore_delete bm_datastore_get bm_datastore_put bm_memcache_delete bm_memcache_get bm_memcache_put
26 13 98 7 61 3 2 2 212
26 9 43 18 74 3 3 3 183
28 8 29 16 47 2 4 3 146
29 10 29 8 48 3 4 2 136
30 10 34 8 51 4 4 3 148
30 9 30 8 45 6 3 4 144
30 9 31 16 73 2 3 4 170
32 9 60 7 44 3 3 9 176
26 10 28 8 45 3 3 3 126
30 9 29 8 74 4 3 3 165
32 11 30 7 46 4 2 8 147
33 9 33 6 43 4 3 4 144
23 9 36 7 45 4 3 3 136
37 9 27 8 46 4 4 3 143
27 7 26 7 93 3 2 2 173
26 7 30 6 47 3 2 2 125
25 10 29 18 45 3 3 3 142
25 7 27 6 46 4 3 2 123
26 9 35 6 43 3 2 3 132
29 9 29 17 42 3 3 2 140
25 8 29 9 47 3 2 3 133
26 9 31 20 96 4 3 3 193
26 8 29 8 45 3 3 2 131
30 8 27 6 46 2 3 2 124
33 8 29 18 45 2 3 3 141
28 7 27 7 96 4 2 2 179
37 9 29 6 42 4 3 3 133
26 7 26 6 44 3 3 3 126
24 12 26 7 45 2 3 3 125
23 11 28 15 45 3 3 1 137
26 8 29 6 42 3 3 3 120
30 7 28 6 44 3 3 3 125
29 7 28 7 45 3 3 2 129
33 10 29 6 44 3 2 2 136
30 8 29 6 42 3 2 2 125
27 8 28 7 44 2 3 3 124
25 8 28 16 45 2 2 2 135
32 8 33 7 46 4 3 3 145
28 7 25 7 43 2 3 3 127
22 8 79 5 116 3 3 3 242
25 9 82 7 97 2 4 2 230
27 8 80 7 179 3 2 2 310
34 8 82 6 96 3 3 2 240
33 8 81 6 127 3 3 3 273
27 9 78 6 122 3 3 2 257
37 11 36 8 103 3 3 3 209
35 8 31 7 98 2 2 2 190
35 9 82 7 127 3 3 3 278
34 15 77 7 162 4 3 3 310
108 9 100 7 124 3 3 4 362
29 10 27 7 94 3 3 3 181
36 9 94 6 135 3 4 3 290
21 9 80 6 98 3 3 2 222
29 8 81 6 75 2 2 2 213
34 12 81 7 97 3 3 3 240
29 9 78 6 102 4 3 2 239
25 7 26 7 49 4 2 2 122
22 7 77 58 44 3 3 2 225
25 21 27 22 43 3 2 3 153
23 10 25 6 61 3 3 3 138
25 7 30 6 95 3 2 4 173
55 8 76 5 93 3 2 3 252
35 8 117 16 97 3 2 4 284
34 9 136 6 64 3 2 3 261
37 9 81 6 93 4 3 3 238
30 7 81 7 97 3 2 3 236
31 15 29 16 48 3 4 1 155
35 7 29 6 48 4 4 3 138
31 179 78 6 94 4 4 3 401
26 8 27 8 45 3 3 2 131
24 8 113 19 47 2 7 2 229
25 8 29 6 127 3 3 2 212
26 8 28 10 45 2 3 2 125
26 11 80 48 95 3 3 2 277
24 8 77 8 101 2 3 2 233
31 45 31 9 44 3 3 3 172
32 8 35 6 47 2 3 3 144
24 8 77 8 77 3 3 2 208
23 8 75 6 99 4 2 3 225
32 9 94 8 140 4 3 2 292
31 7 40 18 96 3 2 4 206
26 9 77 6 99 3 3 2 226
30 8 34 17 96 4 3 3 204
38 30 87 8 47 3 3 4 227
30 7 27 8 44 5 3 3 132
27 71 29 8 139 3 3 8 291
31 7 67 7 129 3 3 3 258
33 8 77 7 99 3 4 3 236
24 38 29 47 100 3 2 3 247
30 8 78 7 97 3 3 1 233
32 8 31 9 47 3 3 2 137
32 7 119 7 391 4 3 3 568
28 51 30 6 98 2 2 3 227
32 8 27 7 51 3 2 2 139
25 8 116 17 96 3 2 3 276
28 8 28 7 211 4 2 4 292
28 8 82 6 47 3 3 2 186
27 7 102 6 336 3 3 4 488
25 8 30 6 182 3 3 2 264
25 8 31 7 93 3 2 3 176
28 10 124 47 384 3 3 3 606
33 72 33 10 46 4 2 2 210
28 8 28 6 44 3 3 2 129
23 8 92 17 394 3 6 2 546
25 9 35 16 44 3 3 2 141
24 9 80 7 44 3 3 2 175
26 8 133 6 412 3 3 2 597
30 8 115 8 357 2 4 2 528
30 8 34 71 57 2 2 17 225
28 9 29 6 47 2 4 2 135
26 9 119 7 358 3 2 2 530
26 9 81 7 45 3 3 4 183
39 9 91 7 356 4 3 3 521
33 9 119 18 46 3 3 2 238
56 10 118 17 46 3 3 2 263
30 8 31 6 51 2 4 3 141
42 8 30 17 45 4 3 3 158
33 9 80 8 204 4 3 3 344
30 9 28 8 46 3 3 2 129
33 10 33 17 117 3 3 3 222
27 9 31 8 47 3 2 2 134
33 9 28 16 47 3 3 2 141
28 8 91 17 54 3 3 2 212
32 8 29 7 101 3 2 3 191
37 9 79 7 104 3 3 3 251
32 7 79 7 76 2 2 2 208
27 9 30 7 46 3 3 2 128
34 9 93 7 48 3 3 2 204
32 11 92 7 183 3 3 2 340
31 8 65 7 50 3 4 3 173
28 7 78 6 63 3 2 2 197
29 9 29 6 91 4 3 3 183
33 7 111 5 132 3 3 2 297
36 8 28 6 45 3 3 3 134
23 9 94 18 68 3 2 3 229
29 8 33 11 133 3 3 3 230
30 9 34 5 44 3 3 2 135
33 12 112 8 70 3 4 3 248
29 8 35 18 134 3 3 3 242
30 12 93 9 47 3 3 3 206
27 10 30 7 54 3 3 3 139
30 7 32 56 43 4 3 3 180
30 9 31 8 99 4 4 2 196
33 9 29 8 48 3 4 3 146
28 8 27 38 103 5 3 3 222
28 7 78 7 45 3 2 2 180
33 8 28 6 52 3 8 3 150
28 7 86 7 145 3 3 5 284
32 10 31 7 47 3 4 7 149
29 7 29 21 50 2 3 5 150
36 10 29 6 44 3 3 7 146
25 9 29 9 110 3 3 6 201
99 9 29 16 52 3 3 3 216
107 8 30 18 82 3 4 4 265
33 10 121 23 105 4 3 4 305
25 9 82 8 46 3 3 3 188
25 7 80 11 97 3 2 2 227
27 9 27 7 48 3 2 2 132
27 8 27 8 45 3 2 3 127
28 8 36 17 193 3 2 2 291
25 8 31 7 49 2 2 2 135
25 8 29 7 49 3 2 3 134
27 9 28 7 46 3 3 3 130
31 11 29 5 96 3 3 4 185
32 8 29 7 47 185 3 2 316
27 9 29 7 59 5 3 2 143
23 8 29 18 52 5 3 2 141
28 9 29 8 97 3 3 3 186
31 9 30 6 53 3 3 2 145
30 9 34 17 49 3 7 3 154
30 8 27 7 63 6 3 2 146
38 11 34 18 98 3 3 4 215
37 10 31 6 45 4 4 16 156
31 9 33 7 44 3 3 3 135
34 10 28 8 47 4 3 3 144
30 10 30 6 43 3 3 3 131
35 9 121 17 49 3 4 3 241
28 9 30 8 73 3 4 3 160
33 9 28 9 99 4 4 4 194
33 10 30 17 97 4 3 3 203
26 8 28 7 51 3 3 3 133
27 10 29 7 43 2 3 2 124
25 9 30 7 44 3 2 2 131
26 8 31 8 45 3 3 4 132
27 9 33 7 44 3 3 4 132
25 7 29 7 57 3 2 2 140
23 9 79 35 99 3 3 3 262
24 8 81 8 43 3 3 2 179
53 10 126 17 44 3 3 2 260
34 9 27 6 98 3 3 2 190
27 13 31 8 45 3 3 2 134
25 8 81 6 46 3 2 3 177
24 9 27 6 130 3 2 3 207
26 9 30 17 48 3 2 2 139
24 7 29 16 98 2 3 2 188
31 8 25 7 87 3 2 24 191
28 8 59 6 46 4 3 3 158
39 8 132 18 67 8 3 3 286
74 10 29 6 47 3 2 2 180
32 10 28 8 76 4 3 2 163
30 9 26 7 43 3 2 3 130
29 93 43 17 50 3 3 3 247
32 8 29 7 120 3 4 3 213
33 9 30 8 47 4 4 2 139
36 10 27 30 99 4 3 3 217
43 10 31 7 48 4 4 4 160
40 9 30 7 46 3 4 3 147
38 9 30 17 51 4 3 4 157
32 9 28 7 47 4 4 2 139
34 10 31 8 48 7 4 3 145
27 9 28 17 46 4 3 6 144
34 13 78 8 47 3 3 6 196
35 9 31 8 102 3 5 3 203
26 9 31 7 47 3 3 2 132
24 9 33 34 64 2 2 3 179
31 8 77 7 50 2 3 2 180
27 9 29 6 47 3 3 3 129
23 8 29 19 49 3 3 2 141
29 9 31 17 47 2 2 2 146
28 9 28 9 54 3 3 4 147
27 8 29 7 48 3 3 2 134
28 9 31 8 47 3 2 3 137
29 9 29 17 49 4 3 4 150
38 8 30 7 46 6 3 3 146
32 10 34 8 48 4 3 7 154
30 8 33 17 66 3 2 3 169
27 12 31 7 44 3 3 2 133
36 8 31 8 48 4 3 2 143
32 8 36 46 46 2 3 3 181
29 10 30 8 50 3 3 2 136
32 9 35 18 49 4 2 3 158
26 9 36 7 49 3 4 3 145
28 7 29 18 47 3 3 16 151
27 9 47 16 80 3 2 3 195
25 8 30 17 47 4 2 3 142
28 8 30 8 48 3 4 3 139
28 9 31 18 113 3 3 4 210
37 8 26 8 46 4 3 4 136
31 9 31 8 48 3 3 4 138
24 9 33 17 49 4 3 4 145
34 8 29 6 54 3 4 12 154
29 8 28 13 45 4 4 2 135
30 8 28 7 43 4 3 4 130
33 10 61 7 44 3 3 3 172
68 10 31 7 48 4 3 3 181
32 9 46 16 57 2 3 3 176
39 9 34 7 46 4 3 3 153
32 8 31 47 99 3 4 2 232
26 8 34 6 46 3 2 3 132
54 12 31 7 96 3 3 2 216
60 14 30 9 45 3 2 3 173
25 12 65 8 50 3 3 2 168
36 11 27 17 46 4 2 3 151
65 14 31 6 46 2 3 2 170
26 12 28 70 43 3 3 4 194
24 7 26 10 49 2 4 2 125
27 7 30 7 48 3 2 3 132
28 7 30 7 51 2 3 3 135
24 7 67 43 55 3 2 2 206
27 8 29 9 44 3 2 4 134
28 9 28 7 43 3 3 2 130
26 9 67 7 46 3 4 3 165
29 8 28 7 47 3 3 2 129
25 8 28 9 47 2 2 2 132
33 8 40 16 46 4 3 2 152
37 10 35 52 44 4 4 8 196
33 10 29 18 46 2 3 4 154
30 9 32 8 46 3 4 3 139
28 7 30 29 77 3 2 3 185
25 10 26 8 42 4 3 3 126
33 10 31 8 44 3 3 3 142
31 8 30 6 70 2 3 4 159
28 9 28 7 45 3 2 3 131
39 9 32 16 43 3 4 3 151
30 8 31 6 44 3 3 3 133
23 8 26 8 47 3 3 2 121
26 9 32 18 45 3 4 2 144
30 9 30 7 44 4 2 3 129
27 8 28 8 48 3 3 2 127
35 9 33 18 45 4 3 4 152
25 18 31 7 46 3 4 2 144
26 8 31 7 49 3 3 2 131
22 64 33 12 58 3 3 2 197
25 8 26 7 47 2 3 1 126
25 8 30 18 47 3 3 2 139
26 9 30 7 96 3 2 3 181
23 10 27 7 45 3 3 3 125
29 7 27 8 46 4 4 3 137
29 9 30 16 46 4 3 2 144
28 7 29 6 66 3 3 3 146
31 8 29 6 90 3 3 3 177
32 7 30 7 44 3 3 2 132
27 8 28 6 45 3 3 3 124
29 8 34 7 44 3 3 3 140
41 45 32 8 43 4 2 2 180
27 7 26 7 47 3 2 3 128
38 10 26 7 45 4 3 3 144
33 9 27 16 45 2 2 3 138
32 10 30 43 95 3 2 1 217
29 18 26 7 45 3 3 3 137
36 8 66 17 75 3 3 2 216
29 8 30 47 82 3 3 2 207
31 9 33 6 90 2 2 3 178
34 10 26 6 55 4 3 4 143
33 9 28 7 46 3 3 4 140
30 8 33 7 45 3 3 4 141
32 10 26 17 101 4 3 3 196
38 8 31 6 51 4 4 3 148
28 8 32 17 71 4 3 4 170
37 9 31 7 66 3 2 2 163
33 9 31 8 42 3 3 3 134
36 9 30 6 42 3 3 3 136
43 8 33 7 95 4 6 3 202
30 8 64 8 45 3 4 3 174
75 9 56 7 46 3 2 3 210
27 8 28 16 50 4 2 3 143
27 66 32 8 47 3 3 2 193
26 11 30 59 47 2 3 1 188
28 10 31 17 47 4 3 3 143
34 19 122 17 55 3 4 4 258
31 10 31 6 112 2 4 2 205
37 7 28 17 49 3 2 3 151
28 8 53 6 47 3 4 3 155
25 7 30 11 50 3 3 3 139
32 11 42 7 50 3 3 3 158
31 7 113 7 216 3 2 6 386
32 7 30 7 138 4 3 2 229
24 8 118 16 51 3 3 2 230
25 8 27 7 50 3 2 3 132
25 8 27 7 134 3 2 2 213
29 8 89 6 257 3 3 2 400
131 90 179 63 82 3 3 4 558
33 140 93 6 136 3 4 2 426
33 7 118 6 155 3 4 4 338
28 148 29 16 115 4 4 18 370
26 9 28 17 61 4 3 2 158
28 8 28 5 47 3 3 4 134
27 8 89 6 90 3 3 7 233
26 8 29 19 49 4 4 3 148
41 8 113 8 48 4 3 4 236
28 9 29 7 48 3 3 3 137
34 19 86 7 52 4 4 3 215
26 9 35 7 49 3 2 2 136
39 8 29 18 48 3 3 4 155
27 8 58 9 133 3 3 2 245
25 7 26 6 107 3 3 2 184
27 7 29 7 49 3 2 2 128
64 10 29 8 46 3 3 2 170
34 8 28 6 129 3 3 2 220
27 9 61 7 48 4 2 2 168
27 18 115 6 50 3 3 2 231
39 8 29 7 47 3 3 3 139
25 47 26 7 47 3 3 2 161
24 8 27 8 47 3 2 3 131
32 22 30 18 45 2 2 2 159
36 10 30 17 46 6 2 3 153
28 8 27 6 46 2 3 3 126
23 7 29 7 93 3 3 2 167
72 36 94 18 138 7 3 4 378
37 8 42 74 45 6 3 3 226
26 9 31 16 43 2 4 2 138
28 7 30 6 46 3 3 3 128
29 32 36 13 45 2 3 2 167
25 7 29 6 46 6 2 2 127
26 8 31 28 47 4 7 3 159
70 7 28 14 43 4 4 3 175
33 9 27 7 46 4 3 4 141
32 8 30 8 45 3 3 3 136
25 30 34 7 43 4 3 3 152
27 8 26 7 50 3 4 3 133
34 7 31 16 46 4 2 3 151
24 8 26 7 89 3 3 3 167
28 9 37 15 98 3 3 4 204
29 9 26 8 84 4 3 4 173
32 9 30 55 49 3 4 2 186
26 8 26 8 45 2 3 2 129
35 9 31 5 43 2 3 2 135
33 9 29 7 46 4 2 6 145
29 9 29 11 46 4 5 3 139
32 9 29 63 49 3 3 2 198
25 7 30 16 47 2 3 2 139
31 8 50 6 45 3 3 2 149
36 8 27 7 44 3 2 2 134
30 7 27 6 45 3 2 2 129
28 8 28 6 114 3 2 2 197
28 7 32 16 54 4 2 2 145
31 8 27 6 76 3 3 2 163
29 8 91 17 76 3 3 3 230
104 8 26 5 43 3 3 2 196
36 9 28 6 81 3 3 2 173
37 8 30 18 77 3 3 2 182
34 8 32 6 53 3 3 2 147
29 8 31 17 103 3 3 3 205
37 9 34 16 47 3 3 4 160
28 10 58 6 45 2 3 2 160
31 6 29 5 46 2 3 2 127
42 9 28 58 122 4 3 3 271
330 8 29 7 43 3 3 4 434
29 7 31 7 74 3 3 2 159
22 12 30 9 43 4 3 2 128
34 8 30 10 49 4 3 3 146
28 8 28 7 44 3 3 3 133
34 9 28 7 50 4 4 3 141
32 9 47 8 47 3 3 3 156
28 15 36 8 46 4 3 4 147
23 9 27 6 49 3 3 4 125
32 8 32 17 48 4 5 3 156
28 8 28 23 103 3 6 3 206
27 8 30 7 47 3 3 34 167
36 8 30 28 45 4 4 5 162
28 8 77 6 148 4 3 4 283
25 8 57 6 45 3 3 3 150
23 8 27 6 44 3 3 2 124
26 7 29 6 47 3 2 4 124
26 6 29 7 45 3 3 2 124
31 7 32 6 47 3 3 4 139
26 7 28 7 45 3 3 14 140
22 8 32 7 45 3 2 1 123
25 12 27 6 46 3 2 2 123
30 8 36 6 50 3 3 2 138
30 10 29 7 75 3 3 3 166
29 10 35 6 49 2 3 4 147
32 9 27 6 49 3 3 4 135
24 8 28 7 46 3 3 2 128
117 8 32 16 47 3 3 2 231
29 9 29 7 55 2 4 3 140
29 8 28 16 53 4 3 4 145
26 10 32 18 53 3 2 3 153
26 9 28 6 49 3 3 2 133
28 9 31 46 44 3 3 2 167
37 8 32 17 60 3 3 3 163
35 8 29 7 50 4 2 3 140
25 9 26 6 47 3 3 2 127
29 7 87 7 45 4 3 3 188
169 556 195 21 100 3 3 2 1055
30 8 28 7 76 3 3 2 164
28 8 28 5 99 3 3 3 182
34 55 30 7 44 3 4 3 183
32 7 28 7 46 3 3 2 132
30 8 26 6 44 3 3 2 125
34 8 28 6 49 2 3 3 137
28 9 28 7 45 3 4 3 135
41 8 26 7 46 4 3 3 146
28 9 34 6 44 4 4 4 142
31 8 42 9 78 4 4 3 187
37 9 94 8 47 3 4 3 213
32 10 28 14 46 2 3 2 139
34 9 28 7 44 4 6 3 144
28 9 25 7 95 3 3 3 181
43 9 27 8 60 4 4 3 159
30 8 29 9 49 3 3 6 141
27 7 31 5 46 3 3 3 128
22 8 26 7 45 2 3 2 115
28 8 29 6 71 3 3 3 157
24 11 28 6 44 2 2 3 125
58 8 28 7 51 4 3 3 165
23 8 26 7 47 3 3 2 127
32 45 26 6 45 3 3 2 165
28 9 30 7 43 2 3 2 124
26 7 48 7 61 3 2 4 159
28 10 30 6 50 2 2 3 132
61 9 36 17 47 3 4 3 180
28 55 28 6 56 3 2 2 184
30 12 50 8 86 3 3 2 201
29 8 30 7 44 3 3 2 131
31 8 29 7 82 4 3 3 173
25 9 27 7 48 3 3 3 132
25 8 33 7 45 3 2 3 135
29 7 26 11 49 2 2 2 137
31 9 26 7 46 4 4 3 137
39 13 58 7 72 4 3 3 207
89 9 43 51 79 3 4 3 282
25 9 28 17 47 3 2 3 135
36 9 27 7 48 4 3 3 139
25 10 27 6 44 2 3 2 125
27 8 30 10 47 4 3 4 138
41 21 27 8 45 4 3 4 158
25 7 81 6 43 3 4 2 171
29 8 28 6 47 3 3 3 127
27 8 28 17 45 4 3 1 133
72 9 29 6 46 3 3 4 179
36 8 43 7 45 3 2 2 149
31 7 26 6 55 3 4 3 138
31 7 26 6 60 3 4 1 140
29 8 27 7 75 2 2 3 154
94 8 28 39 46 3 3 2 223
24 9 27 6 78 2 3 2 160
25 9 27 8 47 4 2 3 125
29 10 29 9 105 3 3 2 191
29 8 30 6 52 3 3 3 138
28 8 27 7 43 2 3 3 126
36 9 28 8 47 3 2 2 137
29 9 27 6 48 3 2 2 126
32 8 29 9 45 3 3 2 132
29 8 27 16 75 3 3 3 172
28 7 29 6 46 3 3 2 132
25 7 30 6 46 3 2 3 124
26 8 27 9 82 2 2 16 172
24 8 28 8 44 3 3 2 122
26 8 27 7 43 2 3 3 124
43 9 31 7 44 3 2 2 150
39 8 30 8 46 3 3 2 148
42 10 29 6 46 3 6 2 148
27 9 31 7 47 4 4 16 149
25 9 30 8 47 3 3 2 135
27 9 28 7 48 4 3 4 132
29 8 27 10 44 2 2 3 129
29 9 25 6 46 3 3 3 130
26 8 26 7 45 3 3 3 129
31 8 27 5 71 4 3 4 161
21 8 28 39 50 3 2 3 157
27 9 29 6 49 4 3 4 135
70 7 30 6 45 3 4 2 169
28 7 26 7 128 3 2 3 206
33 8 30 6 128 4 2 2 218
23 9 26 5 61 2 3 2 140
27 11 28 6 44 2 2 2 122
26 8 42 7 46 2 3 3 137
32 9 29 7 73 4 3 2 162
23 9 28 7 72 3 2 2 154
24 9 28 6 49 3 3 2 133
26 8 28 6 45 3 3 2 130
65 7 29 6 53 3 2 4 170
27 8 25 6 43 3 2 3 117
26 8 30 18 49 3 4 3 148
34 7 29 17 46 4 3 3 146
23 9 29 6 47 3 3 3 128
980 8 28 17 48 4 3 3 1099
23 8 27 6 51 4 3 3 130
27 8 28 7 53 3 2 3 137
30 7 29 7 47 3 3 2 133
26 9 29 16 76 3 3 2 167
26 7 29 7 47 3 2 3 132
34 9 29 7 45 4 4 3 138
33 10 27 17 48 4 4 4 150
38 8 29 7 48 3 2 2 138
30 8 25 6 58 4 2 3 145
40 9 30 6 46 4 3 3 142
39 10 28 8 45 3 4 4 143
33 13 28 7 47 3 3 4 146
69 9 32 17 43 4 4 3 181
23 10 29 17 48 3 3 2 144
45 9 32 17 47 3 3 3 167
31 9 32 17 46 3 3 3 146
31 7 28 7 47 4 3 3 137
27 7 28 7 41 2 3 4 124
31 9 27 6 44 2 4 2 125
26 8 28 17 46 2 3 3 133
27 44 100 6 49 2 2 2 233
31 7 33 48 89 3 2 2 216
30 7 29 6 45 3 3 2 126
25 10 28 6 44 3 3 2 130
28 8 37 17 47 3 3 3 153
26 7 29 6 44 3 4 2 129
28 10 30 7 52 2 3 3 136
25 7 26 7 47 3 2 2 121
33 7 31 15 47 3 3 2 145
28 7 30 7 43 3 3 2 126
34 9 29 7 48 7 3 4 142
24 9 88 7 64 3 6 3 210
67 8 30 18 47 6 3 3 182
32 8 59 7 73 3 5 3 194
26 11 31 7 48 2 3 8 142
26 7 27 7 44 2 3 5 128
24 9 30 7 94 2 6 2 182
36 8 27 16 47 2 7 2 147
23 7 28 18 44 3 2 3 135
33 8 82 17 53 4 3 3 203
32 8 26 6 43 2 3 3 132
30 9 30 8 45 4 4 3 136
27 9 29 7 47 4 3 2 130
26 9 29 7 45 3 4 2 127
23 8 33 7 45 2 3 3 128
31 8 28 6 73 3 2 2 153
23 10 38 7 46 3 2 2 140
25 7 26 6 45 3 2 2 119
26 10 39 17 44 3 3 3 146
26 8 27 8 96 3 3 3 175
30 8 26 6 47 4 3 3 133
31 7 28 6 45 3 2 4 133
29 9 27 8 48 2 4 4 134
34 8 26 9 52 4 4 3 143
29 9 28 7 48 4 3 3 138
39 9 29 7 45 4 3 3 141
34 9 27 7 47 3 3 3 140
44 9 26 9 47 3 11 3 154
28 10 30 8 60 4 3 3 153
26 9 36 8 46 3 3 4 135
32 8 26 7 72 4 4 3 157
33 10 26 8 48 3 3 2 141
35 8 27 7 57 2 2 3 150
30 8 29 6 126 3 3 2 210
27 8 29 7 46 3 3 2 130
28 9 27 8 46 3 3 4 135
31 8 28 6 45 4 3 4 134
32 10 29 6 63 2 3 2 155
26 9 29 8 51 2 3 2 134
31 7 61 5 46 3 2 3 160
37 7 29 7 60 2 3 3 153
34 8 29 6 47 3 3 2 141
28 7 32 7 46 3 2 2 132
36 8 30 17 45 2 3 2 147
34 8 31 17 118 3 3 2 220
28 8 28 7 46 4 3 2 135
36 12 112 6 94 3 4 23 299
38 10 29 7 82 4 4 3 183
28 7 35 17 46 3 3 2 149
31 8 27 6 83 3 2 2 168
35 8 30 7 43 3 4 3 137
1855 8 27 5 49 2 2 3 1956
31 12 27 7 50 3 2 2 140
28 8 33 6 44 3 2 3 134
24 9 30 7 68 3 3 2 147
30 8 29 7 62 3 3 3 150
32 7 29 6 47 3 2 2 136
32 9 28 22 43 4 4 3 147
28 11 30 7 44 4 3 2 138
26 10 28 11 48 3 3 1 131
25 9 30 6 80 3 4 2 167
27 17 34 8 64 3 3 3 162
34 9 27 7 51 2 3 2 138
31 9 29 7 75 4 4 3 168
33 10 27 7 43 3 3 3 138
38 9 31 7 53 4 4 3 156
33 7 91 7 74 4 3 3 224
33 9 27 6 43 2 3 2 130
32 9 30 6 50 3 2 3 137
31 9 30 7 44 2 3 3 131
30 9 27 8 43 3 3 4 133
27 7 29 7 46 3 3 6 133
26 8 30 17 50 3 2 3 147
23 6 29 6 43 2 2 3 114
30 78 59 36 42 3 3 2 254
28 8 26 6 48 4 3 4 134
32 8 25 7 47 3 3 2 136
27 7 29 8 45 3 2 1 128
25 15 31 7 81 2 3 2 175
38 8 29 9 47 4 3 3 143
33 10 31 6 48 2 3 2 142
29 7 29 6 46 3 4 3 127
29 9 27 6 44 2 3 2 124
21 8 31 6 44 3 2 3 121
27 7 25 6 46 3 3 2 122
25 7 26 7 49 3 3 3 123
26 8 29 6 49 4 3 13 140
27 8 28 6 43 3 3 2 127
27 8 25 9 46 3 3 2 131
27 9 28 18 45 2 3 2 141
24 9 29 46 49 3 3 2 168
31 13 31 17 47 3 2 2 150
23 8 28 7 46 3 3 2 125
34 9 26 7 46 3 4 3 139
30 8 52 9 50 3 3 4 162
34 9 29 17 50 3 4 3 151
35 8 28 7 49 4 3 2 143
25 9 28 7 47 4 3 2 127
40 8 28 8 49 2 4 2 141
38 9 32 56 77 4 4 2 222
26 12 36 7 48 3 3 2 144
30 9 33 10 45 4 3 2 138
40 9 26 7 46 3 3 4 145
26 10 28 7 43 3 2 3 125
28 9 27 7 48 2 3 2 128
29 8 28 15 46 3 3 3 144
34 8 27 6 110 2 3 2 198
44 8 32 7 79 4 3 4 181
25 9 35 17 46 3 2 2 139
28 12 83 7 47 3 2 3 187
24 9 30 7 45 2 3 3 123
29 9 25 18 93 3 3 3 188
22 8 29 6 74 4 3 2 155
32 6 26 6 64 4 3 4 153
27 9 39 5 72 3 2 2 161
26 7 30 16 47 3 3 2 135
53 10 28 5 74 3 3 2 185
26 6 24 5 48 3 3 2 123
24 6 31 5 48 3 2 2 122
35 8 26 6 72 3 2 14 169
22 6 25 6 46 3 3 3 123
33 8 28 8 61 3 3 4 152
45 7 26 6 48 3 2 4 148
22 7 26 6 45 4 3 3 121
30 59 30 5 46 3 2 2 179
23 7 27 6 104 3 2 2 180
51 10 53 250 121 37 37 254 818
46 9 33 178 62 43 44 264 681
57 15 54 232 164 46 49 285 909
34 13 32 10 60 5 4 3 170
36 15 32 9 76 3 4 3 182
57 10 32 222 95 48 59 309 837
30 10 30 7 43 3 3 3 134
34 65 27 6 50 3 2 3 197
27 9 30 18 52 2 3 2 149
29 12 27 45 49 4 3 3 178
34 8 24 7 41 3 4 3 133
27 8 25 6 45 3 3 3 124
35 9 29 7 46 3 3 3 136
22 7 28 7 75 2 5 3 157
105 7 37 6 43 3 2 2 206
27 6 28 6 43 2 3 3 118
28 9 74 13 77 3 3 3 217
122 10 29 19 79 2 4 3 276
23 7 25 7 180 3 2 3 257
24 8 25 7 45 3 2 2 123
22 12 30 6 72 3 2 3 157
28 7 26 8 50 3 3 2 129
24 7 27 10 51 4 3 2 135
25 8 28 7 47 2 4 26 155
26 7 26 6 49 2 3 2 122
25 9 27 7 57 4 3 4 140
23 7 26 7 57 3 3 3 136
21 7 31 6 45 3 3 2 123
22 6 26 6 47 2 2 2 120
24 7 24 6 43 3 2 3 120
26 8 27 7 47 2 3 3 130
30 65 33 15 46 2 3 3 203
36 9 29 7 48 2 3 2 145
33 7 28 7 43 3 3 2 134
21 8 25 7 45 3 3 3 122
33 7 30 7 47 3 2 4 137
25 7 27 6 63 4 4 4 145
34 8 27 7 75 4 3 2 164
26 10 26 8 78 3 4 3 167
23 7 27 6 47 3 3 2 127
32 8 29 7 46 3 3 3 140
27 7 27 6 46 4 2 2 128
26 8 26 11 46 3 3 14 145
28 8 25 8 44 2 3 2 126
29 9 30 7 88 3 3 4 177
31 7 26 6 46 3 2 2 129
29 8 28 14 48 3 4 2 145
30 39 29 6 47 3 3 2 167
27 8 26 7 47 3 3 2 126
31 8 29 6 44 3 3 2 132
26 9 35 5 45 3 2 2 130
28 8 27 6 104 3 3 2 182
29 8 28 7 45 2 3 3 127
30 8 28 17 53 2 3 3 148
28 13 32 8 43 3 3 2 138
31 8 32 7 70 3 4 3 158
38 7 29 6 63 3 3 3 156
30 7 30 6 49 3 3 2 133
26 8 29 6 47 4 2 2 133
22 9 28 5 47 3 3 2 126
26 8 27 7 60 4 3 3 138
24 8 31 31 45 3 3 3 152
30 9 31 8 47 3 2 3 136
92 8 29 38 46 3 2 3 222
33 10 28 10 44 4 3 3 138
31 7 30 6 45 3 3 2 135
23 8 29 6 61 4 2 2 137
25 10 29 7 43 3 3 3 130
84 8 30 6 45 3 3 2 184
34 8 31 16 46 2 3 3 148
67 9 26 6 47 3 3 3 168
29 7 28 6 48 3 3 3 130
32 7 25 5 47 3 4 3 126
30 9 26 7 46 3 2 15 147
28 8 27 7 49 3 2 3 127
23 65 26 6 52 3 3 2 182
37 14 26 6 46 4 4 3 144
27 11 73 18 48 3 3 4 194
43 10 29 10 46 3 3 2 146
47 8 29 17 48 3 2 2 165
24 8 30 7 44 3 2 18 141
25 8 31 6 45 4 3 3 125
23 10 28 96 48 2 3 2 214
49 8 25 6 54 3 2 2 158
33 7 28 6 45 3 2 2 129
24 8 80 17 105 2 3 2 241
25 7 25 7 47 3 3 2 123
31 8 25 7 48 3 2 4 128
35 12 84 8 126 3 4 4 277
